scientific_name,park_name,observations,category,common_names,conservation_status
Polioptila caerulea,Yosemite National Park,164,Bird,"Blue-Gray Gnatcatcher, Blue-Grey Gnatcatcher",Não Avaliado
Angelica triquinata,Yellowstone National Park,258,Vascular Plant,Filmy Angelica,Não Avaliado
Agrostis scabra var. scabra,Bryce National Park,92,Vascular Plant,Rough Bentgrass,Não Avaliado
Fissidens osmundioides,Bryce National Park,133,Nonvascular Plant,Osmund Fissidens Moss,Não Avaliado
Aeronautes saxatalis,Yosemite National Park,178,Bird,White-Throated Swift,Não Avaliado
Blarina brevicauda,Yellowstone National Park,244,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",Não Avaliado
Allium tricoccum,Bryce National Park,104,Vascular Plant,"Ramps, Wild Leeks, Small White Leek",Não Avaliado
Zizia aurea,Yosemite National Park,144,Vascular Plant,Golden Zizia,Não Avaliado
Cyperus strigosus,Bryce National Park,112,Vascular Plant,"Straw-Colored Flatsedge, Umbrella-Sedge",Não Avaliado
Juncus occidentalis,Bryce National Park,157,Vascular Plant,Western Rush,Não Avaliado
Penstemon roezlii,Yosemite National Park,120,Vascular Plant,Roezl's Penstemon,Não Avaliado
Limnanthes striata,Bryce National Park,98,Vascular Plant,Foothill Meadowfoam,Não Avaliado
Collinsonia canadensis,Great Smoky Mountains National Park,104,Vascular Plant,"Canada Horse-Balm, Stoneroot",Não Avaliado
Vernonia gigantea,Yosemite National Park,140,Vascular Plant,"Giant Ironweed, Tall Ironweed",Não Avaliado
Medicago polymorpha,Yellowstone National Park,240,Vascular Plant,"Bur Clover, Bur Medick, Burclover, California Burclover, Toothed Medick",Não Avaliado
Wilsonia pusilla,Yellowstone National Park,205,Bird,Wilson's Warbler,Species of Concern
Astragalus drummondii,Yosemite National Park,153,Vascular Plant,"Drummond Milkvetch, Drummond's Milkvetch, Drummond's Milk-Vetch",Não Avaliado
Fabronia ciliaris,Yellowstone National Park,214,Nonvascular Plant,Fabronia Moss,Não Avaliado
Ribes inerme var. inerme,Yosemite National Park,155,Vascular Plant,Whitestem Gooseberry,Não Avaliado
Ranunculus macounii,Yellowstone National Park,225,Vascular Plant,Macoun's Buttercup,Não Avaliado
Lewisia triphylla,Yellowstone National Park,271,Vascular Plant,"Threeleaf Bitterroot, Threeleaf Lewisia",Não Avaliado
Cheilanthes lanosa,Yosemite National Park,181,Vascular Plant,"Hairy Lip Fern, Hairy Lipfern",Não Avaliado
Gaultheria procumbens,Yosemite National Park,147,Vascular Plant,"Teaberry, Wintergreen",Não Avaliado
Mimulus douglasii,Bryce National Park,85,Vascular Plant,Brownies,Não Avaliado
Carex virescens,Great Smoky Mountains National Park,95,Vascular Plant,"Ribbed Sedge, Sedge",Não Avaliado
Physostegia virginiana,Great Smoky Mountains National Park,75,Vascular Plant,"False Dragonhead, False Dragon-Head",Não Avaliado
Anomodon rostratus,Great Smoky Mountains National Park,68,Nonvascular Plant,Anomodon Moss,Não Avaliado
Juncus parryi,Yellowstone National Park,285,Vascular Plant,"Parry Rush, Parry's Rush",Não Avaliado
Carex platyphylla,Yosemite National Park,122,Vascular Plant,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",Não Avaliado
Schoenoplectus acutus var. occidentalis,Yellowstone National Park,273,Vascular Plant,Tule,Não Avaliado
Larus philadelphia,Great Smoky Mountains National Park,61,Bird,Bonaparte's Gull,Não Avaliado
Lycopodium clavatum,Yosemite National Park,155,Vascular Plant,"Running Clubmoss, Running Pine",Não Avaliado
Campylium chrysophyllum,Yellowstone National Park,245,Nonvascular Plant,Goldenleaf Campylium Moss,Não Avaliado
Rorippa islandica,Yosemite National Park,150,Vascular Plant,Northern Marsh Yellowcress,Não Avaliado
Matelea obliqua,Yosemite National Park,118,Vascular Plant,Climbing Milkvine,Não Avaliado
Columba livia,Yosemite National Park,142,Bird,Rock Dove,Não Avaliado
Columba livia,Yosemite National Park,142,Bird,"Common Pigeon, Rock Dove, Rock Pigeon",Não Avaliado
Columba livia,Yosemite National Park,142,Bird,Rock Pigeon,Não Avaliado
Cyperus iria,Bryce National Park,101,Vascular Plant,Ricefield Flatsedge,Não Avaliado
Phlox ovata,Yosemite National Park,152,Vascular Plant,Mountain Phlox,Não Avaliado
Sagina decumbens ssp. occidentalis,Bryce National Park,111,Vascular Plant,Western Pearlwort,Não Avaliado
Moxostoma carinatum,Yellowstone National Park,224,Fish,River Redhorse,Não Avaliado
Carex hoodii,Bryce National Park,93,Vascular Plant,"Hood Sedge, Hood's Sedge",Não Avaliado
Hackelia patens var. patens,Great Smoky Mountains National Park,52,Vascular Plant,Spotted Stickseed,Não Avaliado
Saxifraga odontoloma,Yellowstone National Park,271,Vascular Plant,"Brook Saxifrage, Streambank Saxifrage",Não Avaliado
Carex feta,Yellowstone National Park,224,Vascular Plant,Greensheath Sedge,Não Avaliado
Oxytropis deflexa var. foliolosa,Yellowstone National Park,237,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",Não Avaliado
Pycnanthemum virginianum,Yosemite National Park,153,Vascular Plant,Virginia Mountainmint,Não Avaliado
Antennaria corymbosa,Yellowstone National Park,250,Vascular Plant,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",Não Avaliado
Notropis atherinoides,Great Smoky Mountains National Park,62,Fish,Emerald Shiner,Não Avaliado
Corydalis flavula,Yosemite National Park,152,Vascular Plant,"Corydalis, Golden Corydalis",Não Avaliado
Panicum capillare,Yosemite National Park,161,Vascular Plant,"Old Witch Panic-Grass, Panic Grass",Não Avaliado
Panicum capillare,Yosemite National Park,161,Vascular Plant,"Annual Witchgrass, Common Panic Grass, Common Witchgrass, Panicgrass, Ticklegrass, Tumble Panic, Tumbleweed Grass, Witches Hair, Witchgrass",Não Avaliado
Puma concolor,Yellowstone National Park,243,Mammal,Panther (Mountain Lion),Não Avaliado
Puma concolor,Yellowstone National Park,243,Mammal,"Cougar, Mountain Lion, Puma",Não Avaliado
Puma concolor,Yellowstone National Park,243,Mammal,Mountain Lion,Não Avaliado
Convolvulus arvensis,Yosemite National Park,163,Vascular Plant,"Creeping Jenny, European Bindweed, Field Bindweed, Perennial Morningglory, Smallflowered Morningglory",Não Avaliado
Salix cascadensis,Great Smoky Mountains National Park,83,Vascular Plant,Cascade Willow,Não Avaliado
Lepus townsendii townsendii,Yosemite National Park,123,Mammal,Western White-Tailed Jackrabbit,Não Avaliado
Elanus leucurus,Great Smoky Mountains National Park,87,Bird,White-Tailed Kite,Species of Concern
Lycopus X sherardii,Great Smoky Mountains National Park,48,Vascular Plant,Sherard's Waterhorehound,Não Avaliado
Cyprinus carpio,Bryce National Park,107,Fish,Common Carp,Não Avaliado
Gaillardia pulchella,Great Smoky Mountains National Park,62,Vascular Plant,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",Não Avaliado
Zonotrichia leucophrys,Bryce National Park,99,Bird,White-Crowned Sparrow,Não Avaliado
Anomodon viticulosus,Bryce National Park,110,Nonvascular Plant,Anomodon Moss,Não Avaliado
Artemisia ludoviciana ssp. mexicana,Great Smoky Mountains National Park,35,Vascular Plant,White Sage,Não Avaliado
Drummondia prorepens,Yellowstone National Park,236,Nonvascular Plant,Drummond Moss,Não Avaliado
Cirsium,Bryce National Park,137,Vascular Plant,Thistle,Não Avaliado
Chaenactis glabriuscula var. glabriuscula,Great Smoky Mountains National Park,52,Vascular Plant,Yellow Pincushion,Não Avaliado
Danthonia spicata,Great Smoky Mountains National Park,56,Vascular Plant,"Poverty Grass, Poverty Oat-Grass",Não Avaliado
Danthonia spicata,Great Smoky Mountains National Park,56,Vascular Plant,"Poverty Danthonia, Poverty Oatgrass, Poverty Wild Oat Grass",Não Avaliado
Desmodium glabellum,Yellowstone National Park,246,Vascular Plant,"Dillen Tick-Trefoil, Tick-Trefoil",Não Avaliado
Blasia pusilla,Great Smoky Mountains National Park,110,Nonvascular Plant,Blasia,Não Avaliado
Scirpus lineatus,Great Smoky Mountains National Park,79,Vascular Plant,Drooping Bulrush,Não Avaliado
Sisyrinchium montanum,Yosemite National Park,137,Vascular Plant,"Mountain Blueeyed Grass, Mountain Blue-Eyed Grass, Strict Blue-Eyed Grass, Strict Blue-Eyed-Grass",Não Avaliado
Glyceria nubigena,Yellowstone National Park,216,Vascular Plant,Smoky Mountain Mannagrass,Species of Concern
Tsuga canadensis,Yosemite National Park,129,Vascular Plant,Eastern Hemlock,Não Avaliado
Setophaga coronata auduboni,Yellowstone National Park,205,Bird,Audubon's Warbler,Não Avaliado
Tympanuchus phasianellus,Great Smoky Mountains National Park,97,Bird,Sharp-Tailed Grouse,Não Avaliado
Ambystoma maculatum,Yellowstone National Park,233,Amphibian,Spotted Salamander,Não Avaliado
Sceloporus undulatus hyacinthinus,Bryce National Park,127,Reptile,Northern Fence Lizard,Não Avaliado
Juniperus communis var. depressa,Yellowstone National Park,239,Vascular Plant,Common Juniper,Não Avaliado
Cygnus buccinator,Yellowstone National Park,213,Bird,Trumpeter Swan,Species of Concern
Viola walteri,Great Smoky Mountains National Park,59,Vascular Plant,Violet,Não Avaliado
Arctostaphylos viscida ssp. mariposa,Yosemite National Park,150,Vascular Plant,Mariposa Manzanita,Não Avaliado
Cuphea viscosissima,Bryce National Park,116,Vascular Plant,Clammy Cuphea,Não Avaliado
Silene acaulis var. subacaulescens,Yosemite National Park,139,Vascular Plant,"Moss Campion, Moss Catchfly",Não Avaliado
Puccinellia distans,Great Smoky Mountains National Park,68,Vascular Plant,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Não Avaliado
Gamochaeta falcata,Bryce National Park,97,Vascular Plant,Narrowleaf Purple Everlasting,Não Avaliado
Scutellaria elliptica var. elliptica,Great Smoky Mountains National Park,80,Vascular Plant,Hairy Skullcap,Não Avaliado
Condylura cristata,Great Smoky Mountains National Park,70,Mammal,Star-Nosed Mole,Não Avaliado
Lycopodium hickeyi,Bryce National Park,72,Vascular Plant,Ground Pine,Não Avaliado
Aeronautes saxatalis,Bryce National Park,95,Bird,White-Throated Swift,Não Avaliado
Hypnum fertile,Bryce National Park,85,Nonvascular Plant,Hypnum Moss,Não Avaliado
Coreopsis tinctoria,Yellowstone National Park,281,Vascular Plant,"Coreopsis, Golden Tickseed",Não Avaliado
Viburnum rufidulum,Yosemite National Park,142,Vascular Plant,Rusty Blackhaw,Não Avaliado
Rubus parviflorus var. parviflorus,Yellowstone National Park,277,Vascular Plant,"Thimbleberry, Western Thimbleberry",Não Avaliado
Danthonia californica,Yellowstone National Park,274,Vascular Plant,California Oatgrass,Não Avaliado
Rattus norvegicus,Bryce National Park,81,Mammal,Norway Rat,Não Avaliado
Arnica nevadensis,Yellowstone National Park,239,Vascular Plant,Nevada Arnica,Não Avaliado
Solidago gigantea,Great Smoky Mountains National Park,46,Vascular Plant,"A Goldenrod, Tall Goldenrod",Não Avaliado
Solidago gigantea,Great Smoky Mountains National Park,46,Vascular Plant,Giant Goldenrod,Não Avaliado
Aplodinotus grunniens,Yosemite National Park,160,Fish,Freshwater Drum,Não Avaliado
Loxia leucoptera,Bryce National Park,107,Bird,White-Winged Crossbill,Não Avaliado
Conoclinium coelestinum,Bryce National Park,73,Vascular Plant,Blue Mistflower,Não Avaliado
Carum carvi,Yellowstone National Park,247,Vascular Plant,Caraway,Não Avaliado
Carum carvi,Yellowstone National Park,247,Vascular Plant,"Caraway, Wild Caraway",Não Avaliado
Rubus occidentalis,Bryce National Park,105,Vascular Plant,"A Bramble, Black Raspberry",Não Avaliado
Carduelis flammea,Yellowstone National Park,206,Bird,Common Redpoll,Não Avaliado
Centaurea repens,Bryce National Park,130,Vascular Plant,"Hardheads, Russian Knapweed",Não Avaliado
Fissidens hyalinus,Yosemite National Park,152,Nonvascular Plant,Fissidens Moss,Não Avaliado
Allium brevistylum,Great Smoky Mountains National Park,118,Vascular Plant,Shortstyle Onion,Não Avaliado
Avena sativa,Bryce National Park,163,Vascular Plant,"Cultivated Oat, Oats",Não Avaliado
Avena sativa,Bryce National Park,163,Vascular Plant,"Common Oat, Common Oats, Oat, Oatgrass (Common), Oats, Wild Oats",Não Avaliado
Malva moschata,Yosemite National Park,170,Vascular Plant,Musk Mallow,Não Avaliado
Hippuris vulgaris,Yosemite National Park,148,Vascular Plant,"Common Mare's Tail, Common Mare's-Tail",Não Avaliado
Eleocharis tuberculosa,Bryce National Park,60,Vascular Plant,Cone-Cup Spikerush,Não Avaliado
Numenius americanus,Yellowstone National Park,251,Bird,Long-Billed Curlew,Não Avaliado
Hibiscus syriacus,Yellowstone National Park,234,Vascular Plant,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",Não Avaliado
Pseudotriton,Great Smoky Mountains National Park,105,Amphibian,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Não Avaliado
Polygonum lapathifolium,Yellowstone National Park,269,Vascular Plant,"Dock-Leaf Smartweed, Smartweed",Não Avaliado
Polygonum lapathifolium,Yellowstone National Park,269,Vascular Plant,"Curltop Ladysthumb, Curlytop Knotweed, Curlytop Smartweed, Dock-Leaf Smartweed, Nodding Smartweed, Pale Smartweed",Não Avaliado
Cryptogramma cascadensis,Great Smoky Mountains National Park,79,Vascular Plant,Cascade Rockbrake,Não Avaliado
Robinia hispida var. kelseyi,Yellowstone National Park,265,Vascular Plant,Kelsey's Locust,Não Avaliado
Carex albicans var. albicans,Great Smoky Mountains National Park,87,Vascular Plant,Sedge,Não Avaliado
Lobelia puberula,Yosemite National Park,125,Vascular Plant,Downy Lobelia,Não Avaliado
Notropis baileyi,Great Smoky Mountains National Park,112,Fish,Rough Shiner,Não Avaliado
Plegadis chihi,Bryce National Park,103,Bird,White-Faced Ibis,Species of Concern
Anagallis minima,Yosemite National Park,128,Vascular Plant,Chaffweed,Não Avaliado
Galium tinctorium,Yosemite National Park,180,Vascular Plant,"Marsh Bedstraw, Stiff Marsh Bedstraw",Não Avaliado
Najas guadalupensis,Yosemite National Park,111,Vascular Plant,Southern Waternymph,Não Avaliado
Salix lutea,Bryce National Park,102,Vascular Plant,Yellow Willow,Não Avaliado
Collinsonia canadensis,Bryce National Park,132,Vascular Plant,"Canada Horse-Balm, Stoneroot",Não Avaliado
Phyla lanceolata,Yellowstone National Park,223,Vascular Plant,Lanceleaf Fogfruit,Não Avaliado
Comptonia peregrina,Yellowstone National Park,247,Vascular Plant,Sweet Fern,Não Avaliado
Spea bombifrons,Yellowstone National Park,229,Amphibian,Plains Spadefoot,Não Avaliado
Pseudobahia heermannii,Yellowstone National Park,264,Vascular Plant,Foothill Sunburst,Não Avaliado
Myriophyllum verticillatum,Bryce National Park,119,Vascular Plant,"Whorled Water-Milfoil, Whorlleaf Watermilfoil, Whorl-Leaf Watermilfoil",Não Avaliado
Hypnum pallescens,Yellowstone National Park,247,Nonvascular Plant,Hypnum Moss,Não Avaliado
Populus alba,Yosemite National Park,120,Vascular Plant,"Silver Poplar, White Poplar",Não Avaliado
Glechoma hederacea,Bryce National Park,122,Vascular Plant,"Gill-Over-The-Ground, Ground Ivy",Não Avaliado
Glechoma hederacea,Bryce National Park,122,Vascular Plant,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",Não Avaliado
Symphoricarpos albus var. laevigatus,Yosemite National Park,123,Vascular Plant,Common Snowberry,Não Avaliado
Carex sartwelliana,Bryce National Park,81,Vascular Plant,Yosemite Sedge,Não Avaliado
Sceloporus occidentalis,Bryce National Park,77,Reptile,Western Fence Lizard,Não Avaliado
Oncorhynchus mykiss,Great Smoky Mountains National Park,61,Fish,Rainbow Trout,Não Avaliado
Oncorhynchus mykiss,Great Smoky Mountains National Park,61,Fish,Rainbow Trout,Threatened
Viola purpurea ssp. purpurea,Great Smoky Mountains National Park,51,Vascular Plant,Goosefoot Violet,Não Avaliado
Rubus alumnus,Great Smoky Mountains National Park,62,Vascular Plant,"A Bramble, Blackberry",Não Avaliado
Helianthus californicus,Yosemite National Park,133,Vascular Plant,California Sunflower,Não Avaliado
Clethrionomys gapperi,Yellowstone National Park,253,Mammal,Southern Red-Backed Vole,Não Avaliado
Melica californica,Yosemite National Park,121,Vascular Plant,California Melicgrass,Não Avaliado
Viola canadensis,Great Smoky Mountains National Park,67,Vascular Plant,Canadian White Violet,Não Avaliado
Viola canadensis,Great Smoky Mountains National Park,67,Vascular Plant,"Canada Violet, Canadian White Violet",Não Avaliado
Calystegia malacophylla ssp. malacophylla,Yosemite National Park,153,Vascular Plant,Sierra False Bindweed,Não Avaliado
Brothera leana,Bryce National Park,111,Nonvascular Plant,Brothera Moss,Não Avaliado
Phacelia quickii,Yosemite National Park,154,Vascular Plant,Quick's Phacelia,Não Avaliado
Oryzomys palustris,Great Smoky Mountains National Park,88,Mammal,Marsh Rice Rat,Não Avaliado
Myotis septentrionalis,Great Smoky Mountains National Park,34,Mammal,"Northern Long-Eared Bat, Northern Myotis",Threatened
Thermopsis fraxinifolia,Yellowstone National Park,272,Vascular Plant,Bush-Pea,Não Avaliado
Dodecatheon hendersonii,Yosemite National Park,161,Vascular Plant,Mosquito Bills,Não Avaliado
Rattus rattus,Great Smoky Mountains National Park,77,Mammal,Black Rat,Não Avaliado
Piperia unalascensis,Great Smoky Mountains National Park,111,Vascular Plant,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",Não Avaliado
Ptilagrostis kingii,Great Smoky Mountains National Park,112,Vascular Plant,Sierra False Needlegrass,Não Avaliado
Oenothera laciniata,Bryce National Park,85,Vascular Plant,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",Não Avaliado
Setaria parviflora,Yellowstone National Park,268,Vascular Plant,"Bent Foxtail, Bristly Foxtail",Não Avaliado
Eucladium verticillatum,Great Smoky Mountains National Park,85,Nonvascular Plant,Eucladium Moss,Não Avaliado
Tamias speciosus,Bryce National Park,97,Mammal,Lodgepole Chipmunk,Não Avaliado
Crepis acuminata,Yosemite National Park,116,Vascular Plant,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",Não Avaliado
Streptopelia decaocto,Yosemite National Park,124,Bird,Eurasian Collared-Dove,Não Avaliado
